PlacesIdx,County,Phillimore,Hundred,Vill,Area,XRefs,OSrefs,OScodes
1751,"HAM","17,4","Boldre","{Andret}",,,,"unknown"
1756,"SUS","11,65-66. 13,57","{Risberg}","Angmering","Arundel",,"TQ0604",
1761,"YKS","1E1. 5E2. 15E2. 21E3. 29E1. SE,He2(-3)","Hessle","Anlaby","East Riding",,"TA0328",
1766,"YKS","1W73. 30W6. SW,Cr4","Craven","Anley","West Riding",,"SD8161",
1771,"NFK","5,2. 8,31","`Freebridge'","Anmer",,,"TF7329",
1776,"HAM","6,11","Andover","[Abbotts] Ann",,,"SU3243",
1781,"HAM","16,4","{Welford}","[Little] Ann",,,"SU3343",
1786,,,,"{Anne}: see Amport, Monxton, Thruxton HAM",,"Amport, Monxton, Thruxton HAM",,
1791,"NTT","13,11","Broxtowe","Annesley",,,"SK5053",
1796,"SUS","13,8","Steyning","Annington","Bramber",,"TQ1809",
1801,"SOM","24,19","{Blachethorna}","Ansford",,,"ST6333",
1806,"WAR","15,3","Coleshill","Ansley",,,"SP2991",
1811,"HAM","1,4","Neatham","Anstey",,,"SU7240",
1816,"HRT","17,3. 37,20","`Edwinstree'","Anstey",,,"TL4032",
1821,"LEC","C11. 13,22","`Goscote'","Anstey",,,"SK5508",
1826,"DEV","3,62. 14,1-2. 16,78","South Molton","[East and West] Anstey",,,,
1831,"SUR","21,5","Wotton","Anstie",,,"TQ1644",
1836,"YKS","10W1. 12W1;20. SW,Sf2","Strafforth","[North] Anston","West Riding",,"SK5284",
1841,"YKS","10W1. SW,Sf2 and note","Strafforth","[South] Anston","West Riding",,"SK5183",
1846,"WAR","15,5","`Bumbelowe'","Ansty",,,"SP3983",
1851,"WIL","37,2. 67,37","Dunworth","Ansty",,,"ST9526",
1856,"NFK","9,149-150;180. 17,8","North Erpingham","Antingham",,,"TG2532",
1861,"CON","3,2","Rillaton","Antony",,,"SX3954",
1866,"CHS","1,1;36","{Tunendune}","Antrobus",,,"SJ6480",
1871,"LIN","30,34. 64,2","`Flaxwell'","Anwick","Kesteven",,"TF1150",
1876,"HAM","23,28","Hoddington","{Aoltone}",,,,"unknown"
1881,"NTH","1,23","Willybrook","Apethorpe",,,"TL0295",
1886,"STS","11,6","Cuttlestone","Apeton",,,"SJ8518",
1891,"HAM","23,34","Portsdown","{Aplestede}",,,"SU6008","speculative"
1896,"LIN","22,18(-20). CS31-32","`Wraggoe'","Apley","Lindsey South Riding",,"TF1075",
1901,"NFK","4,15. 54,1","Forehoe","{Appethorp}",,,,"unknown"
1903,"LIN","8,27. 17,2(-3). 24,10(-11)","`Manley'","Appleby","Lindsey West Riding",,"SE9414",
1906,"DBY","3,2. E1. E4","{Walecros}","Appleby [Magna]",,,"SK3109",
1911,"LEC","11,2. E5","`Goscote'","Appleby",,,,
1916,"LEC","14,22","`Goscote'","Appleby [Parva]",,,"SK3008",
1921,"CON","5,2,25","Rillaton","Appledore",,,"SX3268",
1926,"DEV","24,14","Halberton","Appledore",,,"ST0614",
1931,"DEV","16,49","North Tawton","Appledore",,,"SS7401",
1936,"KEN","3,20","`Blackbourne'","Appledore","Lympne",,"TQ9529",
1941,"BRK","7,28","Sutton","Appleford",,,"SU5293",
1946,"HAM","IoW6,3. IoW9,12;24","Bowcombe","[Great, North and Upper] Appleford","Isle of Wight",,,
1951,"SUS","13,20","Steyning","Applesham","Bramber",,"TQ1907",
1956,"BRK","33,6. 65,19","Marcham","Appleton",,,"SP4401",
1961,"CHS","24,8","Bucklow","Appleton",,,"SJ6383",
1966,"KEN","5,194","Bewsbury","Appleton","Eastry",,"TR3447",
1971,"NFK","9,7. 34,3","`Freebridge'","Appleton",,,"TF7027",
1976,"YKS","6N63 and note. SN,CtA22","Land of Count Alan","[East] Appleton","North Riding",,"SE2395",
1981,"YKS","SN,D21 note. SN,Ma14","{Maneshou}","Appleton [le Moors]","North Riding",,"SE7388",
1986,"YKS","SN,D21 and note","{Dic}","Appleton [le Moors]","North Riding",,"SE7388",
1991,"YKS","1N69. SN,Ma7","{Maneshou}","Appleton [le Street]","North Riding",,"SE7373",
1996,"YKS","25W2. CW36. SW,An4","Ainsty","Appleton [Roebuck]","West Riding",,"SE5542",
2001,"YKS","1N119. 31N1. SN,A4","Allerton","Appleton [Wiske]","North Riding",,"NZ3804",
2006,"NFK","9,68 note. 12,17 note","`Lodding'","{Appletona}",,,,"unknown"
2011,"YKS","29W41;45","Craven","Appletreewick","West Riding",,"SE0560",
2013,,,,"{Appletuna}: see {Appletona} NFK",,"{Appletona} NFK",,
2016,"SOM","19,22. 20,2","Milverton","Appley",,,"ST0721",
2021,"SUR","19,27-28","`Elmbridge'","Apps",,,"TQ1167",
2026,"HRT","13,3","Odsey","Ardeley",,,"TL3027",
2031,"YKS","23N8","`Yarlestre'","Arden [Hall]","North Riding",,"SE5290",
2036,"BRK","41,4-5","Wantage","Ardington",,,"SU4388",
2041,"ESS","30,20. 32,40. 39,8;12. 47,2. B3l","Tendring","Ardleigh",,,"TM0529",
2046,"SUF","EE3","Tendring","Ardleigh",,,"TM0529",
2051,"OXF","15,5","Kirtlington","Ardley",,,"SP5427",
2056,"YKS","9W120 and note. SW,M1","Morley","[East] Ardsley","West Riding",,"SE3025",
2061,"YKS","9W120 note. SW,M13 and note","Morley","[West] Ardsley","West Riding",,"SE2825",
2066,"YKS","1E26 and note. SE,Tu5","{Torbar}","Argam","East Riding",,"TA1171",
2071,"CHS","R1,29","[West] Derby","Argarmeles","South Lancashire",,"SD3318","approximate"
2076,"YKS","1W38(-39). 24W11. SW,Bu12","`Burghshire'","Arkendale","West Riding",,"SE3860",
2081,"ESS","25,26. 26,3(-4). 32,43. 90,28","Uttlesford","Arkesden",,,"TL4834",
2086,"YKS","1L3. See also CHS Y4","Amounderness","Arkholme","North Lancashire",,"SD5872",
2091,"YKS","10W37. SW,Sf34 note. SW,O1","`Osgodcross'","Arksey","West Riding",,"SE5706",
2096,"WAR","16,56","`Hunesberi'","Arlescote",,,"SP3948",
2101,"BDF","5,2. 18,6. 24,30. 56,9","Clifton","Arlesey",,,"TL1936",
2106,"DBY","6,85","Litchurch","Arleston",,,"SK3429",
2111,"WAR","42,2","Coleshill","[Old] Arley",,,"SP2890",
2116,"STS","7,2","Seisdon","[Upper] Arley",,,"SO7680",
2121,"WOR","ESt1","Seisdon","[Upper] Arley",,,"SO7680",
2126,"GLS","1,15","Berkeley","Arlingham",,,"SO7010",
2131,"DEV","38,1","Shirwell","Arlington",,,"SS6140",
2136,"GLS","1,58","Bibury","Arlington",,,"SP1006",
2141,"SUS","9,39","{Wandelmestrei}","Arlington","Pevensey",,"TQ5407",
2146,"CAM","Appx J","`Arringford'","-",,,"  --","area"
2151,"NFK","1,218","`Henstead'","Arminghall",,,"TG2504",
2156,"YKS","9W121. SW,M3","Morley","Armley","West Riding",,"SE2733",
2161,"NTH","6a,14","Polebrook","Armston",,,"TL0585",
2166,"YKS","29W9. SW,Sf22","Strafforth","Armthorpe","West Riding",,"SE6204",
2171,"YKS","30W35","Craven","Arncliffe","West Riding",,"SD9371",
2176,"YKS","1N128 and note. 31N5 and note. SN,A7","Allerton","Arncliffe [Hall]","North Riding",,"NZ4500",
2181,"OXF","9,10. 47,1","Headington","[Lower and Upper] Arncott",,,,
2186,"LEC","4,1. 25,2","Guthlaxton","Arnesby",,,"SP6192",
2191,"YKS","14E5 and note. SE,Hol10","Holderness [North Hundred]","{Arnestorp}","East Riding",,"TA1842","approximate"
2196,"HAM","NF10,3","`Rowditch'","Arnewood",,,"SZ2797",
2201,"YKS","30W10","Craven","Arnford","West Riding",,"SD8356",
2206,"YKS","13N3 and note. SN,L11","Langbaurgh","{Arnodestorp}","North Riding",,"NZ7917","approximate"
2211,"NTT","1,45;(47)-49;(50). 30,49","Broxtowe","Arnold",,,"SK5845",
2216,"KEN","D18. 5,147","Faversham","Arnolton","Wye",,"TQ9755","speculative"
2221,"CON","5,4,12","`Tybesta'","Arrallas",,,"SW8853",
2226,"YKS","14E30 and note. SE,Hol22","Holderness [North Hundred]","Arram","East Riding",,"TA1649",
2231,"HAM","1,W4","Bowcombe","Arreton","Isle of Wight",,"SZ5386",
2236,"CAM","13,11. 14,45","`Wetherley'","Arrington",,,"TL3250",
2241,"WAR","4,1","{Fernecumbe}","Arrow",,,"SP0756",
2246,"YKS","5W1. SW,Sk19","`Skyrack'","Arthington","West Riding",,"SE2744",
2251,"NTH","1,15e. 8,3. 18,15. 35,13","Rothwell","Arthingworth",,,"SP7581",
2256,"SUS","11,2","Binsted","Arundel","Arundel",,"TQ0107",
2261,"YKS","6N111 and note","Land of Count Alan","{Ascam}","North Riding","{Ascham} YKS","SE1486","approximate"
2266,"YKS","6N111 note. SN,CtA32","Land of Count Alan","{Ascham}","North Riding","{Ascam} YKS","SE1486","approximate"
2271,"YKS","1L1 and note. See also CHS Y2","Amounderness","{Aschebi}","North Lancashire",,"SD4641","approximate"
2276,"YKS","1Y4 note. SN,D12 and note","{Dic}","{Aschelesmersc}","North Riding","{Aschilesmares} YKS","SE7984","approximate"
2281,"YKS","1Y4 and note. SN,D12 note","{Dic}","{Aschilesmares}","North Riding","{Aschelesmersc} YKS","SE7984","approximate"
2286,"OXF","28,25","Shipton","Ascot [d'Oyley]",,,"SP3018",
2291,"OXF","7,61","Shipton","Ascot [Earl]",,,"SP2918",
2296,"YKS","6N160 and note. SN,CtA44","Land of Count Alan","{Asebi}","North Riding",,"SE3578","approximate"
2301,"YKS","13N17","`Yarlestre'","Asenby","North Riding",,"SE3975",
2306,"LEC","1,3. 42,9","`Goscote'","Asfordby",,,"SK7019",
2311,"LIN","14,69","Bolingbroke","Asgarby","Lindsey South Riding",,"TF3366",
2321,"DEV","34,5","Black Torrington","[East and West] Ash",,,,
2326,"DEV","19,14","Braunton","Ash",,,"SS5137",
2331,"DEV","6,2","Merton","Ash",,,"SS5108",
2336,"DEV","1,29","Wonford","Ash",,,"SX6891",
2341,"DOR","37,4","Pimperne","Ash",,,"ST8610",
2346,"KEN","5,7","`Axton'","Ash","Sutton",,"TQ6064",
2351,"OXF","24,6","-","`Ash'",,,,"unknown"
2356,"SUF","6,282;290","`Loose'","Ash",,,"TM3355",
2361,"DEV","6,7","{Alleriga}","`[Abbots] Ash'",,,"SX6150","speculative"
2366,"DBY","1,27","Blackwell","One Ash",,,"SK1665",
2371,"SOM","6,19. 22,20","Kingsbury West","Ash [Priors]",,,"ST1529",
2376,"DEV","16,143","Witheridge","[Rose] Ash",,,"SS7821",
2381,"SUF","2,14","Cosford","Ash [Street]",,,"TM0146",
2386,"DEV","25,20","Halberton","Ash [Thomas]",,,"ST0010",
2391,"SUF","1,73. 21,25. 25,59. 52,6","Bosmere","Ashbocking",,,"TM1654",
2396,"WOR","1,1a","`Came'","Ashborough",,,"SO9772",
2401,"DBY","1,(11-13);14-15","Hamston","Ashbourne",,,"SK1846",
2406,"SOM","19,20;36","Milverton","Ashbrittle",,,"ST0521",
2411,"GLS","53,2. 69,8","{Gersdones}","Ashbrook",,,"SP0902",
2416,"SUS","9,7","`Foxearle'","Ashburnham","Hastings",,"TQ6814",
2421,"DEV","2,19","Teignbridge","Ashburton",,,"SX7679",
2426,"BRK","8,1","`Hildslow'","Ashbury",,,"SU2685",
2431,"DEV","39,7","Black Torrington","Ashbury",,,"SX5097",
2441,"LIN","1,39;54;59. 8,26","`Manley'","Ashby","Lindsey West Riding",,"SE8908",
2446,"NFK","1,140","Shropham","Ashby",,,"TM0090",
2451,"NFK","10,84. 17,11. 19,30","`West Flegg'","Ashby",,,"TG4115",
2456,"LIN","3,44. 13,6. CS35","`Candleshoe'","Ashby [-by-Partney]","Lindsey South Riding",,"TF4266",
2461,"NTH","39,9","Foxley","[Canons] Ashby",,,"SP5750",
2466,"NTH","56,45","Wymersley","[Castle] Ashby",,,"SP8659",
2471,"NTH","12,2. 18,50(-51). 35,19e. 47,1b","Guilsborough","[Cold] Ashby",,,"SP6576",
2474,"LIN","4,66-68. 12,23. 57,1(-4)","`Haverstoe'","Ashby [-cum-Fenby]","Lindsey North Riding",,"TA2500",
2476,"LIN","26,49. 35,15","`Flaxwell'","Ashby [de-la-Launde]","Kesteven",,"TF0555",
2481,"LEC","13,65","`Goscote'","Ashby [-de-la-Zouch]",,,"SK3616",
2486,"LEC","14,17. 40,32","`Goscote'","Ashby [Folville]",,,"SK7012",
2491,"LEC","25,5. 34,1","Guthlaxton","Ashby [Magna]",,,"SP5690",
2496,"NTH","56,18","`Hamfordshoe'","[Mears] Ashby",,,"SP8366",
2501,"LEC","17,5","Guthlaxton","Ashby [Parva]",,,"SP5288",
2506,"LIN","4,65. 28,39(-41)","Hill","Ashby [Puerorum]","Lindsey South Riding",,"TF3271",
2511,"NTH","23,4","`Gravesend'","Ashby [St Ledgers]",,,"SP5768",
2516,"NFK","9,57;61;65;69. 12,19;22","`Lodding'","Ashby [St Mary]",,,"TG3202",
2521,"LIN","1,105. 24,72. 66,1. 68,7","Horncastle","[West] Ashby","Lindsey South Riding",,"TF2672",
2526,"DEV","16,89","`Cliston'","Ashclyst",,,"SY0198",
2531,"DEV","34,10","Exminster","Ashcombe",,,"SX9179",
2536,"SOM","5,13","`Winterstoke'","Ashcombe",,,"ST3361",
2541,"SUS","12,56","Swanborough","Ashcombe","Lewes",,"TQ3809",
2546,"SOM","8,11;14","Whitley","Ashcott",,,"ST4337",
2551,"BRK","21,3","`Nakedthorn'","`Ashden'",,,"SU5281","speculative"
2556,"ESS","33,20","`Freshwell'","Ashdon",,,"TL5841",
2558,"DBY","6,37","`Appletree'","Ashe",,,"SK2632",
2561,"HAM","30,1","Overton","Ashe",,,"SU5349",
2566,"HEF","1,8;57","Archenfield","Ashe [Ingen]",,,"SO5826",
2571,"ESS","24,43;55","`Wibrihtesherne'","Asheldham",,,"TL9701",
2576,"ESS","23,12","`Hinckford'","Ashen",,,"TL7442",
2581,"BUK","14,11. 23,9","Ashendon","Ashendon",,,"SP7014",
2586,"KEN","7,13","Wye","Ashenfield","Wye",,"TR0947",
2591,"SUF","3,65. 4,6. 6,20;22. 16,29;34 21,32. 52,10. 67,4","Claydon","Ashfield",,,"TM2162",
2596,"SUF","14,92 note;93;135. 66,3;17","Blackburn","[Great] Ashfield",,,"TL9967",
2606,"DEV","16,66;85","Braunton","Ashford",,,"SS5335",
2611,"KEN","9,6","Longbridge","Ashford","Wye",,"TR0142",
2616,"MDX","8,2","Spelthorne","Ashford",,,"TQ0771",
2621,"SHR","5,3","{Culvestan}","Ashford [Carbonell]",,,"SO5270",
2623,"DBY","1,(27-)28","Blackwell","Ashford [-in-the-Water]",,,"SK1969",
2626,"KEN","9,4","Longbridge","[South] Ashford","Wye",,"TR0041",
2631,"NFK","21,17. 51,5","Wayland","Ashill",,,"TF8804",
2636,"SOM","10,6. 19,18","`Abdick'","Ashill",,,"ST3217",
2641,"ESS","24,38","Rochford","Ashingdon",,,"TQ8693",
2646,"SOM","21,94","Stone","Ashington",,,"ST5621",
2651,"SUS","13,47","`Easwrithe'","Ashington","Bramber",,"TQ1316",
2656,"DEV","17,9","Lifton","Ashleigh",,,"SX3983",
2661,"GLS","1,15","Berkeley","Ashleworth",,,"SO8125",
2666,"CAM","29,1","Cheveley","Ashley",,,"TL6961",
2671,"CHS","13,6","Bucklow","Ashley",,,"SJ7784",
2676,"GLS","E15","{Cicementone}","Ashley",,,"ST9394",
2681,"WIL","30,5","{Cicementone}","Ashley",,,"ST9394",
2686,"HAM","NF3,11. NF9,36","`Rowditch'","Ashley",,,"SZ2594",
2691,"NTH","26,10(-11). 30,1;8. 56,2","Stoke","Ashley",,,"SP7990",
2696,"STS","8,25","Pirehill","Ashley",,,"SJ7636",
2701,"DEV","16,31","Hartland","Ashmansworthy",,,"SS3318",
2706,"DOR","1,17","Cranborne","Ashmore",,,"ST9117",
2711,"DBY","10,9","`Scarsdale'","Ashover",,,"SK3463",
2716,"WAR","17,49","Stoneleigh","Ashow",,,"SP3170",
2721,"HEF","8,9. 15,8. 22,1. 36,1","Radlow","Ashperton",,,"SO6441",
2726,"DEV","1,71","Chillington","Ashprington",,,"SX8157",
2731,"DEV","1,65","North Tawton","Ashreigney",,,"SS6213",
2736,"SUR","5,20","`Copthorne'","Ashtead",,,"TQ1858",
2741,"CHS","5,1","Rushton","Ashton",,,"SJ5069",
2746,"CON","5,2,27","Rillaton","Ashton",,,"SX3868",
2751,"DEV","6,6. 44,1","Exminster","[Higher and Lower] Ashton",,,,
2756,,,,"Ashton: see `Winterborne' [South Winterborne] DOR",,"`Winterborne' (South Winterborne) DOR",,
2761,"HEF","1,10a","Leominster","Ashton",,,"SO5164",
2766,"NTH","6,12. 6a,34","Polebrook","Ashton",,,"TL0588",
2771,"NTH","40,4(-5)","Cleyley","Ashton",,,"SP7649",
2776,"WIL","15,2","`Whorwellsdown'","[Steeple and West] Ashton",,,,
2781,"GLS","7,2","Pucklechurch","[Cold] Ashton",,,"ST7572",
2786,"WIL","27,14","Heytesbury","Ashton [Gifford]",,,"ST9540",
2791,"YKS","30W39 and note. See also CHS Y12","Amounderness","Ashton [Hall]","North Lancashire",,"SD4657",
2796,"WIL","11,1","Cricklade","Ashton [Keynes]",,,"SU0494",
2801,"SOM","5,34","Hartcliffe","[Long] Ashton",,,"ST5470",
2806,"YKS","1L1. See also CHS Y2","Amounderness","Ashton [on Ribble]","North Lancashire",,"SD5230",
2811,"GLS","1,40","Tewkesbury","Ashton [-under-Hill]",,,"SO9937",
2816,"GLS","1,60. EvL1","Tibblestone","Ashton [-under-Hill]",,,"SO9937",
2821,"WOR","EG2","Tewkesbury","Ashton [-under-Hill]",,,"SO9937",
2826,"WOR","EG5","Tibblestone","Ashton [-under-Hill]",,,"SO9937",
2831,"CHS","(R5,2)","Salford","Ashton [-under-Lyne]","South Lancashire",,"SJ9399",
2836,"DEV","3,4","Black Torrington","Ashwater",,,"SX3895",
2841,"SOM","21,50","Williton","Ashway",,,"SS8631",
2846,"HRT","9,10. 33,7. 36,14-15. 37,9","Odsey","Ashwell",,,"TL2639",
2851,"LIN","13,38","Alstoe [South]","Ashwell","Rutland",,"SK8613",
2856,"RUT","6,16. ELc4","Alstoe [South]","Ashwell","Rutland",,"SK8613",
2861,"ESS","67,2","`Hinckford'","Ashwell [Hall]",,,"TL7030",
2866,,,,"Ashwellthorpe: see [Ashwell]thorpe NFK",,"[Ashwell] Thorpe NFK",,
2871,"SOM","7,15","Kilmersdon","Ashwick",,,"ST6348",
2876,,,,"Ashwicken: see [Ash]wicken NFK",,"[Ash] Wicken NFK",,
2881,,,,"Ashwood: see {Haswic} STS",,"{Haswic} STS",,
2886,"YKS","6N57 and note. SN,CtA20 and note","Land of Count Alan","Aske [Hall]","North Riding",,"NZ1703",
2891,"DOR","16,1","Eggardon","Askerswell",,,"SY5292",
2896,"NTT","5,4","`Bassetlaw'","Askham",,,"SK7474",
2901,"YKS","6W1. CW42. SW,An11 note;18","Ainsty","Askham [Bryan]","West Riding",,"SE5548",
2906,"YKS","25W15. CW28. SW,An11 and note","Ainsty","Askham [Richard]","West Riding",,"SE5348",
2911,"YKS","6N79. SN,CtA25","Land of Count Alan","Askrigg","North Riding",,"SD9491",
2916,"YKS","8W2. 13W25. 28W28. SW,Bu32(-33)","`Burghshire'","Askwith","West Riding",,"SE1648",
2921,"LIN","18,19;22. 24,97. 42,10. CK9","Aveland","Aslackby","Kesteven",,"TF0830",
2926,"NFK","4,56. 9,98;211;223","`Depwade'","Aslacton",,,"TM1591",
2931,"NTT","1,57. 11,22(-23). 17,18. 20,6. 30,37","Bingham","Aslockton",,,"SK7440",
2936,"SUF","6,201;206;221. 16,48. 34,18. 77,4","`Hartismere'","Aspall",,,"TM1664",
2941,"HRT","31,6","`Edwinstree'","Aspenden",,,"TL3528",
2946,"STS","2,13","Pirehill","Aspley",,,"SJ8133",
2951,"BDF","23,17","`Manshead'","Aspley [Guise]",,,"SP9436",
2956,"DEV","21,11","Witheridge","{Assecote}",,,"SS7513","speculative"
2961,"YKS","3Y4. 5E25. SE,How4;7","Howden","Asselby","East Riding",,"SE7128",
2966,"SUF","34,3","Babergh","Assington",,,"TL9338",
2971,"NTH","39,15","Towcester","Astcote",,,"SP6753",
2976,"LIN","14,53","`Gartree'","Asterby","Lindsey South Riding",,"TF2679",
2981,"OXF","29,3","Bampton","Asthall",,,"SP2811",
2986,"SHR","3d,2","Baschurch","Astley",,,"SJ5218",
2991,"WAR","16,42","`Bumbelowe'","Astley",,,"SP3189",
2996,"WOR","15,9","`Doddingtree'","Astley",,,"SO7867",
3001,"CHS","FD7,1","Ati's Cross","Aston","Ati's Cross",,"SJ3067",
3006,"CHS","8,17","{Warmundestrou}","Aston",,,"SJ6147",
3011,"DBY","1,29","Blackwell","Aston",,,"SK1883",
3016,"DBY","6,28","`Appletree'","Aston",,,"SK1631",
3021,"HEF","9,4","{Hezetre}","Aston",,,"SO4671",
3026,"HRT","5,8","Broadwater","Aston",,,"TL2722",
3031,"SHR","4,6,6","{Merset}","Aston",,,"SJ3227",
3036,"SHR","4,1,35","Wittery","Aston","Wales",,"SO2991",
3041,"SHR","4,14,11","Hodnet","Aston",,,"SJ5328",
3046,"WAR","27,1","Coleshill","Aston",,,"SP0889",
3051,"YKS","5W22. 12W1;11. SW,Sk2 note. SW,Sf33","Strafforth","Aston","West Riding",,"SK4685",
3056,"BUK","8,2","Cottesloe","Aston [Abbots]",,,"SP8420",
3061,"GLS","3,5. WoA2. WoB18","{Wacrescumbe}","Aston [Blank]",,,"SP1219",
3066,,,,"[Cold] Aston: see Aston [Blank] GLS",,"Aston [Blank] GLS",,
3071,"SHR","4,3,66","{Alnodestreu}","Aston [Botterell]",,,"SO6384",
3076,"CHS","9,24","Bucklow","Aston [by Budworth]",,,"SJ6778",
3081,"STS","2,21","Pirehill","Aston",,,"SJ8923",
3086,"STS","1,47. 11,9;23","Pirehill","Aston [-by-Stone]",,,"SJ9131",
3091,"CHS","9,19","Bucklow","Aston [by Sutton]",,,"SJ5578",
3096,"WAR","37,1","{Fernecumbe}","Aston [Cantlow]",,,"SP1359",
3101,"BUK","24,1","Aylesbury","Aston [Clinton]",,,"SP8712",
3106,"DBY","17,5","`Scarsdale'","[Coal] Aston",,,"SK3679",
3111,"SHR","4,3,60","{Alnodestreu}","Aston [Eyre]",,,"SO6594",
3116,"WOR","2,81","`Came'","Aston [Fields]",,,"SO9669",
3121,,,,"Aston: see Munslow Aston SHR",,"Munslow Aston SHR",,
3126,"HEF","21,3","Bromsash","Aston [Ingham]",,,"SO6823",
3131,"BUK","12,20. 21,5","Yardley","[Ivinghoe] Aston",,,"SP9518",
3136,"CHS","8,44","{Warmundestrou}","Aston [juxta Mondrem]",,,"SJ6556",
3141,"NTH","45,5","Warden","Aston [-le-Walls]",,,"SP4950",
3146,"CHS","A17","{Tunendune}","Middle Aston",,,"SJ5577",
3151,"OXF","27,9-10. 58,22","Wootton","[Middle] Aston",,,"SP4727",
3156,"OXF","41,1","Wootton","[North] Aston",,,"SP4729",
3161,"GLS","1,24","Tewkesbury","Aston [-on-Carrant]",,,"SO9434",
3163,"DBY","1,38. 6,93","Litchurch","Aston [-on-Trent]",,,"SK4129",
3166,"OXF","35,3","Lewknor","Aston [Rowant]",,,"SU7299",
3171,"BUK","4,23. 23,6. 43,3","Ixhill","Aston [Sandford]",,,"SP7507",
3176,"GLS","66,4","`Greston'","Aston [Somerville]",,,"SP0438",
3181,"WOR","EG16","`Greston'","Aston [Somerville]",,,"SP0438",
3186,"OXF","7,45","Wootton","[Steeple] Aston",,,"SP4725",
3191,"GLS","21,1","{Celfledetorn}","Aston [Subedge]",,,"SP1341",
3196,"BRK","1,6. 19,1","Blewbury","Aston [Tirrold]",,,"SU5585",
3206,"BRK","61,2","Blewbury","Aston [Upthorpe]",,,"SU5586",
3211,"WOR","2,53;55","`Oswaldslow'","[White Ladies] Aston",,,"SO9252",
3216,"OXF","59,10","Bampton","Astrop",,,"SP3008",
3221,"NTH","43,9","`Alboldstow'","Astwell",,,"SP6044",
3226,"BDF","23,45(-47). 32,12","Biggleswade","Astwick",,,"TL2138",
3231,"NTH","(39,11)","Sutton","Astwick",,,"SP5734",
3236,"BUK","(17,23)","Moulsoe","Astwood",,,"SP9547",
3241,"WOR","(2,79) and note","`Ash'","Astwood",,,"SO9365",
3246,"LIN","24,79;103. 57,32","`Aswardhurn'","Aswarby","Kesteven",,"TF0639",
3251,"SHR","3g,6","Wrockwardine","Atcham",,,"SJ5409",
3256,"ESS","28,1","-","{Ateleia}",,,,"unknown"
3261,"DOR","3,16","Puddletown","Athelhampton",,,"SY7794",
3266,"SOM","(10,6)","North Petherton","Athelney",,,"ST3429",
3271,"HAM","IoW1,13","Bowcombe","Atherfield and Atherfield [Green]","Isle of Wight",,,
3276,"HAM","IoW6,8","Bowcombe","[Little] Atherfield","Isle of Wight",,"SZ4680",
3281,"WAR","15,2","Coleshill","Atherstone",,,"SP3097",
3286,"WAR","4,2","`Tremlowe'","Atherstone [-on-Stour]",,,"SP2050",
3291,"DBY","6,13","Hamston","Atlow",,,"SK2248",
3296,"DOR","13,8","Whitchurch [Canonicorum]","Atrim",,,"SY4495",
3301,"YKS","10W42. SW,Sf35","Strafforth","Attercliffe","West Riding",,"SK3788",
3306,"KEN","9,9","Bewsbury","Atterton","Eastry",,"TR3042","approximate"
3311,"NFK","50,6. 59,1","Shropham","Attleborough and Attleborough [Minor]",,,,
3312,"NFK","50,7","Shropham","other Attleborough",,,,
3316,"NFK","4,34. 10,37. 19,33. 25,9","Taverham","Attlebridge",,,"TG1216",
3321,"LIN","18,29-30","Graffoe","Aubourn","Kesteven",,"SK9262",
3326,"YKS","1E13 and note. SE,Hu5","Hunthow","Auburn","East Riding",,"TA1762",
3331,"YKS","5W8. SW,Sf21","Strafforth","Auckley","West Riding",,"SE6501",
3346,"LIN","4,17(-21);22. 16,35","Yarborough","Audleby","Lindsey North Riding",,"TA1104",
3351,"CHS","5,12","{Warmundestrou}","Audlem",,,"SJ6543",
3356,"STS","17,13","Pirehill","Audley",,,"SJ7950",
3361,"CHS","R1,2;22","[West] Derby","Aughton","South Lancashire",,"SD3905",
3366,"YKS","5E7(-8);24. CE18. SE,C8","Cave","Aughton","East Riding",,"SE7038",
3371,"YKS","5W21 and note;24. 12W1;16. SW,Sf32","Strafforth","Aughton [Hall]","West Riding",,"SK4586",
3376,"DEV","34,18;34","`Cliston'","Aunk",,,"ST0400",
3381,"LIN","39,2","`Aswardhurn'","Aunsby","Kesteven",,"TF0438",
3386,"GLS","3,1. WoB15","Brentry","Aust",,,"ST5789",
3391,"YKS","5W8. SW,Sf21","Strafforth","Austerfield","West Riding",,"SK6694",
3396,"CHS","8,31","{Warmundestrou}","Austerson",,,"SJ6649",
3399,"RUT","4,14","Alstoe [South]","`Austhorp'","Rutland",,"SK8912","approximate"
3400,"LIN","1,3. 24,38. 26,26. 45,4. CK30","`Aswardhurn'","Austhorpe","Kesteven",,"TF1347",
3401,"YKS","9W1. SW,Sk4","`Skyrack'","Austhorpe","West Riding",,"SE3733",
3406,"YKS","1Y15. SW,Ag12","Agbrigg","Austonley","West Riding",,"SE1107",
3411,"WAR","8,1. 19,6. 41,1","Coleshill","Austrey",,,"SK2906",
